"TEST_NAME","TEST_CODE","PASS_SCORE","TOTAL_QUESTIONS","SCORED_QUESTIONS","UNSCORED_QUESTIONS","TIME_MINUTES","DOMAIN","QUESTION","OPTION_A","OPTION_B","OPTION_C","OPTION_D","CORRECT_ANSWER","EXPLANATION"
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Concepts","What is the cloud principle behind 'stop guessing capacity'?","Use elasticity to scale resources automatically based on actual demand rather than over-provisioning for peak load","Ask AWS support to estimate required capacity before launching any workload","Use AWS Compute Optimizer to receive a one-time capacity recommendation at launch","Purchase Reserved Instances for three years to lock in capacity at a discount","A","Cloud elasticity eliminates the need to guess peak capacity — you provision for current demand and scale as needed."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Concepts","What does 'benefit from massive economies of scale' mean as a cloud computing advantage?","Customers automatically receive lower prices as their own usage volume increases","AWS's aggregated purchasing power from millions of customers results in lower per-unit costs passed on as lower prices","AWS provides free services to companies that reach a certain spending threshold","Large enterprises receive larger discounts than small companies from AWS","B","AWS's scale across hundreds of thousands of customers drives down hardware, power, and operational costs, which AWS passes on through competitive pricing."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Concepts","What is Infrastructure as Code (IaC) in the context of AWS?","Writing application code that runs directly on AWS physical infrastructure","AWS's proprietary language for configuring network routing and security policies","Defining and provisioning AWS infrastructure through machine-readable configuration files rather than manual console actions","A programming model where EC2 instances execute code without an operating system","C","IaC tools like AWS CloudFormation and Terraform let you version, review, and automate infrastructure deployments reproducibly."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Concepts","What is a microservices architecture?","An architecture that uses the smallest EC2 instance types to minimize cost","A design pattern for applications that run on a single powerful server","AWS's term for Lambda functions that perform micro-scale tasks","An approach where an application is built as a collection of small independent services that each perform a specific function","D","Microservices decompose applications into independent services that can be deployed, scaled, and updated individually."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Concepts","What is serverless computing in AWS?","A pricing model where you pay for servers only when they are idle","Running code without provisioning or managing servers — AWS handles all infrastructure automatically","A deployment model where code runs exclusively on customers' on-premises hardware","Computing that uses servers that are invisible to the customer because they are inside containers","B","Serverless (like Lambda) means you provide code and AWS handles provisioning, scaling, patching, and managing servers entirely."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Concepts","What is the AWS Shared Responsibility Model?","AWS and the customer share equal responsibility for all aspects of cloud security","AWS is responsible for all security including customer data protection and application vulnerabilities","AWS is responsible for security of the cloud infrastructure; customers are responsible for security in the cloud (their data applications and configurations)","Customers are fully responsible for all security since they own their accounts","C","The Shared Responsibility Model divides security duties: AWS owns hardware and hypervisor; customers own OS, apps, data, and IAM."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Concepts","Which of the following is the customer's responsibility under the AWS Shared Responsibility Model?","Maintaining the hypervisor that runs EC2 instances","Managing operating system patches on EC2 instances","Patching the network infrastructure that connects AWS Regions","Securing the physical AWS data center facilities","B","Customers are responsible for what runs ON the infrastructure: OS patches, application updates, and security group configuration on EC2."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Concepts","Which of the following is AWS's responsibility under the Shared Responsibility Model?","Protecting the physical security of the data centers where hardware runs","Encrypting customer data stored in S3 buckets","Managing IAM user access policies within a customer account","Patching the operating systems running on customer EC2 instances","A","AWS is responsible for physical security, hardware, networking infrastructure, and the hypervisor — the security 'of' the cloud."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Concepts","What is the principle of 'least privilege' in AWS security?","Users and services should be granted only the minimum permissions needed to perform their specific tasks","AWS accounts should use the fewest number of services to minimize the attack surface","New IAM users should start with full administrator access and have permissions removed over time","Security groups should allow the least amount of outbound traffic possible","A","Least privilege minimizes damage from compromised credentials by ensuring accounts can only access what they legitimately need."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Concepts","What does 'stop spending money running and maintaining data centers' mean as a cloud benefit?","AWS automatically migrates on-premises applications to the cloud at no cost","Customers no longer pay any infrastructure costs since AWS covers all expenses","AWS lets you focus on your applications while AWS handles racking servers, cooling, power, and physical maintenance","Companies can close all offices and run entirely on AWS virtual infrastructure","C","Eliminating data center operations frees capital and engineering time to focus on differentiating business activities."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Concepts","What is a Content Delivery Network (CDN) and which AWS service provides it?","A globally distributed cache that serves content from locations near users; Amazon CloudFront is AWS's CDN","A database caching layer that stores query results; served by Amazon ElastiCache","A network for transferring large datasets between AWS Regions; served by AWS Direct Connect","A private network for connecting corporate offices to AWS; served by AWS VPN","A","CDNs cache content at edge locations worldwide. CloudFront delivers content from the location closest to each user for low latency."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Concepts","What does 'go global in minutes' mean as an AWS cloud benefit?","Applications can be deployed to AWS Regions around the world quickly using the same tools and APIs","AWS planes can physically deliver hardware to any global location within minutes","AWS operates in every country in the world with local offices for rapid support","AWS provides guaranteed sub-minute deployment times for all application types","A","AWS's global infrastructure and consistent APIs mean deploying to a new Region takes minutes, not months of data center procurement."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Concepts","What is AWS Local Zones?","Small edge computing devices that run AWS services inside customer offices","A pricing zone that applies lower costs to customers in specific local markets","A feature that restricts AWS resources to a specific local geographic area for compliance","An extension of an AWS Region that places compute storage and database services closer to large population centers","D","Local Zones extend AWS infrastructure to metropolitan areas, reducing latency for applications requiring single-digit millisecond response times."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Concepts","What is AWS Wavelength?","A high-speed fiber network connecting AWS Regions to each other","Infrastructure embedded in telecommunications providers' 5G networks to deliver ultra-low latency to mobile devices","A service that optimizes Wi-Fi connectivity for IoT devices on AWS","A monitoring service that measures network latency across all AWS Regions","B","AWS Wavelength deploys AWS compute and storage at the edge of 5G networks for applications requiring less than 10ms latency to mobile users."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Concepts","What is the AWS Global Infrastructure and why does it matter?","The worldwide network of Regions Availability Zones and Edge Locations that provides the physical foundation for AWS services","AWS's internal network that connects employees at offices around the world","A premium support tier that provides global 24/7 phone access to AWS engineers","A management console that shows the global status of all AWS services in real time","A","The Global Infrastructure is the physical backbone of AWS — Regions, AZs, and edge locations provide redundancy, low latency, and compliance options."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Concepts","What is the primary purpose of AWS Outposts?","Extending AWS networking capabilities to remote offices with limited connectivity","Providing a dedicated connection from a customer's data center to AWS","Offering physical storage devices to transfer large datasets to S3","Running AWS infrastructure and services on-premises in a customer's own data center","D","Outposts brings AWS hardware and services fully into customer premises, giving the AWS experience with on-premises data residency."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Concepts","What does 'increase speed and agility' mean as a cloud computing benefit?","AWS servers run applications faster than equivalent on-premises hardware","AWS support responds to tickets faster than internal IT teams can resolve issues","Cloud deployments automatically use the fastest available network connections","New IT resources are available in minutes rather than weeks allowing teams to experiment and innovate faster","D","Cloud eliminates procurement delays — developers get resources in minutes, accelerating experimentation and reducing time to market."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Concepts","What is cloud computing's impact on capital expenditure (CapEx)?","Cloud eliminates all IT spending since AWS provides services free of charge","CapEx remains the same but OpEx increases when migrating to cloud","Cloud requires larger upfront CapEx investment than on-premises due to Reserved Instance purchases","Cloud replaces large upfront capital investments with variable operational expenses (OpEx) paid only for what is used","D","Shifting from CapEx (servers, buildings) to OpEx (pay-per-use) frees capital and allows spending to flex with business activity."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Concepts","What is a Service Level Agreement (SLA) in the context of AWS?","A document listing all features included in each tier of a managed AWS service","A commitment from AWS about the minimum uptime percentage for a service with financial credits if not met","An agreement defining how quickly AWS support will respond to critical tickets","A contract requiring customers to maintain a minimum monthly spend on AWS","B","AWS SLAs commit to uptime percentages (like 99.9% for many services) and provide service credits when AWS fails to meet the commitment."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Concepts","What does 'reliability' mean in the context of the Well-Architected Framework?","Achieving 100% uptime by deploying in every available AWS Region simultaneously","Ensuring that application performance remains constant regardless of traffic levels","The ability of a workload to perform its intended function correctly and consistently recover from failures","Using only AWS-managed services that AWS guarantees will never fail","C","Reliability covers mechanisms to recover from infrastructure or service disruptions and dynamically acquire resources to meet demand."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Cloud Concepts","What is the cloud computing deployment model where all resources are on-premises and managed by the organization?","Public cloud","Community cloud","Private cloud","Hybrid cloud","C","A private cloud uses dedicated infrastructure owned and operated by a single organization, either on-premises or at a dedicated hosting provider."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is AWS Identity and Access Management (IAM)?","A network service that controls which IP addresses can reach AWS resources","A service for managing user identities permissions and access to AWS resources","A monitoring service that tracks user activity across all AWS accounts","A service for encrypting data stored in AWS databases and storage","B","IAM lets you create users, groups, and roles and attach policies that define what each identity is allowed to do in AWS."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is an IAM Policy?","A password rule that controls the complexity required for IAM user passwords","A set of network rules controlling which users can access EC2 instances","An agreement between AWS and the customer about identity management responsibilities","A JSON document that defines permissions specifying what actions are allowed or denied on which AWS resources","D","IAM Policies are JSON documents attached to identities or resources that grant or deny specific API actions on specified resources."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is the root user in an AWS account?","The account owner identity with unrestricted access to all resources and account settings created when the account is opened","A special IAM role that can be assumed by any user to perform privileged actions","An AWS employee account used to manage customer accounts in emergencies","The first IAM user created in a new AWS account with administrator permissions","A","The root user has unrestricted access including account closure and changing billing information — it should be rarely used and protected with MFA."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","Why should you avoid using the AWS root user for everyday tasks?","AWS requires you to use IAM users for regulatory compliance in all scenarios","The root user account incurs additional charges for each API call made","The root user cannot be assigned permissions so it cannot perform most tasks","The root user has unrestricted power so compromise of this account could be catastrophic and irreversible","D","Using root for daily tasks is dangerous — a compromised root account can delete all resources, close the account, or change payment methods."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is Multi-Factor Authentication (MFA) in AWS?","A method for verifying that multiple IAM users have approved a sensitive action","A feature that requires two AWS administrators to approve any permission change","An encryption standard that uses multiple keys to protect data in transit","An extra layer of authentication requiring a second form of verification beyond a password to access AWS accounts","D","MFA adds a one-time code from a device (phone app or hardware token) as a second factor, protecting accounts even if passwords are stolen."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is the AWS Security Token Service (STS)?","A service that stores and rotates long-term security credentials for applications","A service that validates SSL certificates for AWS services","A monitoring service that detects security threats across AWS accounts","A service that issues temporary short-lived credentials for accessing AWS resources","D","STS issues temporary credentials used by IAM roles — they expire automatically, reducing risk compared to long-term access keys."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is an IAM Role?","A security token that replaces passwords for accessing the AWS Management Console","An IAM identity with specific permissions that can be assumed by users services or applications that need temporary access","An AWS-managed identity that automatically grants access to all services in a Region","A named set of permission levels such as ReadOnly Admin or PowerUser assigned to IAM users","B","Roles are not tied to a specific user — they are assumed temporarily by entities (users, EC2 instances, Lambda functions) that need their permissions."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is the difference between an IAM User and an IAM Role?","Roles are more powerful than users and can bypass IAM policies","Users can only access the console; Roles can only be used programmatically via the API","Users have permanent credentials tied to one person; Roles have temporary credentials that any authorized entity can assume","Users are for humans and Roles are only for AWS services — humans cannot assume roles","C","IAM Users have long-term credentials for a specific person. Roles are assumed temporarily by users, services, or cross-account entities."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is an IAM Group?","A collection of IAM users that share the same permissions through policies attached to the group","A billing construct that groups IAM user costs together for cost allocation","A set of IAM roles that can be assigned to a department or team","A network boundary that controls which IAM users can access specific Regions","A","Groups simplify permission management — attach policies to a group and all users in that group inherit those permissions."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is the AWS principle of 'never share access keys'?","AWS encryption keys should never be shared between different S3 buckets","Each person or application should have unique credentials so that access can be individually tracked and revoked","SSL/TLS certificates should not be reused across multiple web applications","AWS KMS keys should be created per service rather than shared across services","B","Shared access keys make auditing impossible and mean you cannot revoke one person's access without affecting everyone who shares the key."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is AWS CloudTrail?","A service that records all API calls made in an AWS account for auditing governance and compliance","A service that monitors the performance of applications running on EC2 instances","A version control system for tracking changes to AWS CloudFormation templates","A network monitoring service that records all network traffic within a VPC","A","CloudTrail logs every API call including who made it, from where, on which resource, and when — essential for security audits and incident investigation."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is Amazon GuardDuty?","A web application firewall that blocks common attacks against applications","A threat detection service that continuously monitors AWS accounts for malicious activity using ML and threat intelligence","A service that audits IAM policies and flags overly permissive permissions","A network monitoring service that analyzes VPC Flow Logs for performance issues","B","GuardDuty analyzes CloudTrail, VPC Flow Logs, and DNS logs using ML to detect threats like compromised credentials and unusual behavior."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is AWS Shield?","An encryption service that protects data stored in S3 and EBS from unauthorized access","A service that monitors IAM policies and alerts when they are overly permissive","A managed DDoS protection service that defends AWS applications against volumetric and infrastructure attacks","A firewall service that inspects application traffic for SQL injection and XSS attacks","C","Shield Standard (free) provides automatic DDoS protection. Shield Advanced adds enhanced detection, 24/7 DRT support, and cost protection."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is AWS WAF (Web Application Firewall)?","A network firewall that filters all traffic entering and leaving a VPC","A service that automatically patches web application code vulnerabilities","A firewall that monitors and controls HTTP requests to web applications protecting against common exploits like SQL injection","A DDoS protection service that absorbs volumetric attacks before they reach applications","C","WAF sits in front of CloudFront, ALB, or API Gateway and filters malicious web requests based on configurable rules."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is Amazon Inspector?","A tool that reviews CloudFormation templates for security misconfigurations before deployment","An automated security assessment service that scans EC2 instances and container images for vulnerabilities","A service that monitors and alerts on changes to IAM permissions","A compliance dashboard showing whether accounts meet specific regulatory standards","B","Inspector continuously scans workloads for software vulnerabilities and unintended network exposure, providing prioritized findings."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is AWS Trusted Advisor?","A compliance service that certifies that AWS environments meet specific regulatory requirements","A monitoring service that automatically remediates security issues detected in AWS accounts","A support service that assigns a dedicated AWS architect to help design your infrastructure","An online tool that inspects AWS environments and provides recommendations across cost optimization security performance and fault tolerance","D","Trusted Advisor checks against AWS best practices across 5 categories and flags issues like open S3 buckets, unused resources, and over-permissive IAM."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is Amazon Macie?","A data security service that uses ML to discover classify and protect sensitive data like PII stored in S3","A key management service that encrypts data stored in S3 buckets","A compliance service that ensures S3 buckets meet data residency requirements","A network security service that monitors API calls for unauthorized access patterns","A","Macie automatically discovers sensitive data (credit card numbers, SSNs) in S3 and alerts you to data exposure risks."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is AWS Key Management Service (KMS)?","A password manager that securely stores application credentials and database passwords","A service that manages SSH key pairs for connecting to EC2 instances","A service that issues SSL/TLS certificates for encrypting data in transit","A managed service for creating and controlling the encryption keys used to encrypt data across AWS services","D","KMS manages customer master keys (CMKs) used to encrypt data in S3, EBS, RDS, and other services with full audit logging."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is AWS Secrets Manager?","A service that manages encryption keys for encrypting AWS services","A service that stores rotates and manages secrets like database passwords and API keys used by applications","A compliance tool that audits whether applications are storing secrets securely","An IAM feature that generates and stores temporary credentials for cross-account access","B","Secrets Manager securely stores secrets, automatically rotates them, and integrates with RDS and other services to update credentials automatically."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is AWS Certificate Manager (ACM)?","A compliance certification management tool for tracking regulatory certifications","A service that provisions manages and renews SSL/TLS certificates for use with AWS services","A service that issues and manages IAM certifications and credentials","A service that generates and stores security keys for KMS encryption","B","ACM handles the complexity of creating, storing, and renewing SSL/TLS certificates, integrating natively with CloudFront, ALB, and API Gateway."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is a Security Group in AWS?","A virtual firewall that controls inbound and outbound traffic to EC2 instances using allow rules","A group of IAM users that share the same security policies and access levels","A network segment that isolates resources from each other within a VPC","A set of AWS Config rules that enforce security standards across an account","A","Security Groups act as virtual firewalls with stateful rules — you specify allowed inbound and outbound traffic; everything else is denied by default."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is a Network Access Control List (NACL) in AWS?","A firewall that sits in front of Application Load Balancers to filter web traffic","An IAM policy document controlling which services can access resources in a VPC","An optional stateless firewall at the subnet level in a VPC that evaluates traffic using ordered numbered rules","A list of allowed IP addresses that can connect to EC2 instances via SSH","C","NACLs are stateless subnet-level firewalls with numbered rules evaluated in order. Unlike Security Groups, return traffic must be explicitly allowed."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is the difference between Security Groups and NACLs?","Security Groups block traffic while NACLs only log traffic for monitoring","NACLs apply to individual EC2 instances while Security Groups apply to entire subnets","Security Groups are stateful instance-level firewalls; NACLs are stateless subnet-level firewalls with ordered rules","Security Groups use TCP rules while NACLs use IP-based rules for traffic control","C","Key differences: Security Groups are stateful (return traffic automatic), instance-level, allow-only. NACLs are stateless, subnet-level, allow and deny."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is Amazon VPC (Virtual Private Cloud)?","A private DNS service that provides name resolution within AWS accounts","A content delivery network that provides private cached content to corporate users","A logically isolated network section of the AWS cloud where customers launch AWS resources in a defined virtual network","A dedicated physical network connection between a corporate data center and AWS","C","A VPC gives you complete control over your virtual networking environment including IP ranges, subnets, route tables, and gateways."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is a public subnet in a VPC?","A subnet whose route table directs internet-bound traffic through an Internet Gateway making resources reachable from the internet","A subnet reserved for AWS-managed services that customers cannot modify","A subnet that is shared between multiple AWS accounts within an organization","A subnet with no security groups applied allowing all traffic by default","A","Public subnets have a route to an Internet Gateway, allowing resources with public IPs to communicate with the internet."
"AWS Certified Cloud Practitioner","CLF-C02","700","65","50","15","90","Security and Compliance","What is a private subnet in a VPC?","A subnet with no route to an Internet Gateway so resources cannot be directly reached from the internet","A subnet dedicated to a single EC2 instance for maximum isolation","A subnet with enhanced encryption applied to all traffic entering and leaving it","A subnet that requires a VPN connection to access any resources within it","A","Private subnets lack a direct internet route, protecting backend resources like databases. They can reach the internet via a NAT Gateway if needed."
