"TEST_NAME","TEST_CODE","PASS_SCORE","TOTAL_QUESTIONS","SCORED_QUESTIONS","UNSCORED_QUESTIONS","TIME_MINUTES","DOMAIN","QUESTION","OPTION_A","OPTION_B","OPTION_C","OPTION_D","CORRECT_ANSWER","EXPLANATION"
"(ISC)2 CCSP","CCSP","700","150","125","25","180","Cloud Data Security","What is 'data classification' and what role does it play in cloud security?","A compliance activity that categorizes data by the regulation that governs it for audit purposes","The process of organizing data into categories based on sensitivity and criticality to apply appropriate security controls and determine where data can be stored and how it must be protected in cloud environments","A cloud billing mechanism that categorizes data storage tiers by access frequency and cost","A database optimization technique that organizes data for faster retrieval and processing","B","Data classification in cloud: categorize data by sensitivity (Confidential, Internal, Public) and type (PII, PHI, PCI). Drives decisions: where data can be stored (public cloud vs. private), encryption requirements (strong for confidential), access controls (need-to-know), data residency requirements (PHI must comply with HIPAA), retention policies, DLP controls, backup strategies. Cloud challenge: data classification must happen before cloud migration. Many organizations discover they have misclassified sensitive data only after a breach."
"(ISC)2 CCSP","CCSP","700","150","125","25","180","Cloud Data Security","What is 'tokenization' and how does it differ from encryption?","Tokenization is a one-way irreversible transformation while encryption can use symmetric algorithms for reversibility","Encryption protects data in transit while tokenization protects data at rest in databases and storage","Tokenization replaces sensitive data with non-sensitive tokens that have no mathematical relationship to the original data while encryption transforms data using an algorithm that can be reversed with the proper key","Tokenization uses shorter key lengths than encryption making it faster for high-volume transaction processing","C","Tokenization: replace sensitive value (credit card 4111111111111111) with random token (7x8k-2p9q-...). Token has no mathematical relationship to original — cannot be reversed without the token vault. Encryption: mathematical transformation reversible with the key. Key difference: tokenized data is meaningless even if stolen (unlike encrypted data which can theoretically be cracked). Scope: tokenization excellent for reducing PCI scope (tokens can be used for business processes), encryption better for data that needs to be decrypted for use. Both have CCSP exam presence."
"(ISC)2 CCSP","CCSP","700","150","125","25","180","Cloud Data Security","What is 'Data Loss Prevention' (DLP) in cloud environments?","A cloud provider service that automatically replicates critical data to prevent accidental deletion","A backup strategy that prevents data loss through redundant storage across multiple cloud regions","A contractual arrangement where cloud providers compensate customers for data loss incidents","Technology that monitors detects and prevents unauthorized transmission of sensitive data outside organizational boundaries through inspection of content patterns and application of policy-based controls","D","Cloud DLP: inspect data leaving the organization or moving within cloud environments. Detection methods: content inspection (pattern matching for SSN, credit card), context analysis (who is sending where), fingerprinting (exact matches to sensitive documents). Controls: block (prevent exfiltration), quarantine (hold for review), alert (notify security team), encrypt (force encryption before transfer). Cloud CASB integrates DLP. Challenges: encrypted traffic (requires SSL inspection), shadow IT (unknown cloud services), volume (massive cloud data volumes). AWS Macie, Google Cloud DLP, Microsoft Purview."
"(ISC)2 CCSP","CCSP","700","150","125","25","180","Cloud Data Security","What is 'key management' and what are the three main key management models in cloud?","The administrative process of managing user access keys and API tokens in cloud platforms","The generation storage distribution and lifecycle management of cryptographic keys with three models: provider-managed keys, customer-managed keys (BYOK), and customer-held keys (HYOK) offering different levels of control","The management of hardware security modules deployed in cloud data centers for encryption","A PKI-based system for managing digital certificates used in cloud service authentication","B","Cloud key management models: (1) Provider-managed keys (CSP owns and manages — least control, convenient), (2) BYOK — Bring Your Own Key (customer generates and imports key, provider stores in cloud KMS like AWS KMS — customer controls key policy, not key custody), (3) HYOK — Hold Your Own Key (customer manages key outside cloud entirely using on-premises HSM — provider never has key access). More control = more operational complexity. CCSP: understand trade-offs. Data sovereignty requirements may mandate HYOK."
"(ISC)2 CCSP","CCSP","700","150","125","25","180","Cloud Data Security","What is a 'data retention policy' and what cloud-specific considerations apply?","A regulatory requirement mandating that all cloud data be retained for a minimum of seven years","A policy specifying how long different categories of data must be kept and when it must be deleted with cloud-specific considerations including geographic retention requirements legal holds and secure deletion verification","A policy that prevents cloud providers from deleting customer data without explicit customer authorization","A backup policy that determines how frequently data snapshots are taken in cloud environments","B","Data retention in cloud: policies specify: minimum retention periods (HIPAA = 6 years, SEC = 7 years), maximum retention (GDPR right to erasure), legal hold (suspend deletion during litigation). Cloud-specific issues: (1) Distributed storage (data may be in multiple regions, multiple copies), (2) Secure deletion challenges (crypto-erasure — delete encryption key makes data unrecoverable), (3) Backup and snapshot retention (retained copies count), (4) Provider data deletion verification (get contractual assurance). Object storage lifecycle policies automate archival and deletion."
"(ISC)2 CCSP","CCSP","700","150","125","25","180","Cloud Data Security","What is 'data masking' and when is it used in cloud environments?","The process of creating a structurally similar but inauthentic version of data by obscuring original values for use in non-production environments development testing and analytics where real sensitive data is not needed","Hiding sensitive data fields from unauthorized users during display using access control mechanisms","A network security technique that hides source IP addresses to protect cloud server locations","Encrypting data with a mask key that can only be removed by authorized users with the correct credentials","A","Data masking (obfuscation): replace real data with realistic-looking but fake data. Types: static masking (transform data permanently for non-prod copies), dynamic masking (transform data in real-time during retrieval based on user role). Techniques: substitution (replace name with different name), shuffling (swap values between records), nulling (replace with null), encryption (replace with ciphertext), pseudonymization (replace with pseudonym consistently). Cloud use: provide developers test data without real PII/PHI, analytics on masked datasets. GDPR: pseudonymization reduces compliance burden."
"(ISC)2 CCSP","CCSP","700","150","125","25","180","Cloud Data Security","What is 'cloud storage security' and what are the primary threats?","Physical security of storage hardware in cloud data centers managed entirely by cloud providers","Network security controls that protect data during transfer to and from cloud storage services","The encryption of cloud storage devices to prevent data recovery in case of hardware theft","Protection of data stored in cloud storage services (object block file) from threats including unauthorized access data breaches insecure APIs misconfigured access controls and inadequate encryption","D","Cloud storage threats: (1) Insecure APIs (storage APIs improperly secured), (2) Data breaches (misconfigured S3 buckets — 'public' access), (3) Unauthorized access (weak access controls, excessive permissions), (4) Insufficient encryption (data exposed if provider breach), (5) Data loss (accidental deletion, ransomware), (6) Shadow storage (employees using personal cloud storage). Controls: encryption (customer-managed keys), access controls (IAM policies, bucket policies), public access blocking, versioning (recover deleted/overwritten files), logging (S3 access logs, CloudTrail)."
"(ISC)2 CCSP","CCSP","700","150","125","25","180","Cloud Data Security","What is 'information rights management' (IRM) and how does it work in cloud?","A legal mechanism for asserting intellectual property rights over data stored in cloud services","Technology that controls how authorized users can interact with protected documents by enforcing permissions like view-only no-print no-copy that travel with the document even after it leaves cloud storage","A cloud IAM framework that manages user rights and access permissions across cloud services","A compliance framework that documents what rights organizations have to data they store in cloud","B","IRM (also called DRM for documents or ERM): persistent document protection. Capabilities: restrict viewing (only specific users), prevent printing, disable copy-paste, set expiration dates, revoke access after distribution. Works by: embedding policy in document, client software enforces policy by checking with rights server. Cloud IRM: Microsoft Azure Information Protection (AIP), now Purview. Advantage over traditional access controls: protection follows data even when downloaded, emailed, or shared outside organization. Challenge: requires compatible clients."
"(ISC)2 CCSP","CCSP","700","150","125","25","180","Cloud Data Security","What is the difference between 'data privacy' and 'data security'?","These terms are synonymous in cloud computing with different organizations using different terminology","Data security is a technical function managed by IT while data privacy is a legal function requiring no technical controls","Data security prevents unauthorized access to data through technical controls while data privacy governs appropriate collection use and sharing of personal information often through legal and policy frameworks","Data privacy applies only to personal information while data security applies to all categories of data","C","Distinction: Data Security (CIA): Confidentiality (prevent unauthorized access), Integrity (prevent unauthorized modification), Availability (ensure authorized access). Technical controls: encryption, access controls, firewalls. Data Privacy: appropriate handling of personal information. Governed by: laws (GDPR, CCPA, HIPAA), organizational policies. Both are required — security protects data from breach (technical), privacy ensures data is used as users intended (legal and technical). CCSP addresses both. Privacy by Design: build privacy into systems from inception."
"(ISC)2 CCSP","CCSP","700","150","125","25","180","Cloud Data Security","What is 'database activity monitoring' (DAM) in cloud environments?","A security technology that monitors and logs all database queries and transactions in real time to detect unauthorized access policy violations and suspicious activity independent of the database itself","A backup system that monitors database activity to trigger incremental backups upon data changes","A compliance tool that generates reports of all database changes for audit purposes","A cloud provider service that automatically optimizes database performance based on usage patterns","A","DAM: monitor all database activity without relying on native database logging (which can be disabled by compromised privileged users). Captures: all queries, user identity, data accessed, changes made. Detects: SQL injection attempts, excessive data access (potential exfiltration), privilege abuse (admin accessing all records), off-hours access, unusual query patterns. Real-time alerting and blocking. Cloud considerations: DAM solutions must integrate with cloud database services (RDS, Cloud SQL), network-based or API-based approaches for cloud. CCSP: DAM is a key control for cloud database security."
"(ISC)2 CCSP","CCSP","700","150","125","25","180","Cloud Data Security","What is 'object storage' and what security considerations are specific to it?","A database paradigm that stores data as programming objects rather than rows and columns","Physical storage hardware used in cloud data centers that contains magnetic or flash storage objects","A backup storage tier specifically designed for storing infrequently accessed archive data","A cloud storage architecture that stores data as objects with unique identifiers metadata and access controls with security considerations including public access misconfiguration insecure ACLs and lack of encryption","D","Object storage (AWS S3, Azure Blob, Google Cloud Storage): stores files as objects with key, data, and metadata. Security considerations: (1) Public access (notorious breaches from public S3 buckets — Capital One 2019, Pentagon data), (2) Bucket policies vs. ACLs (complex, often misconfigured), (3) Encryption (SSE with provider keys, SSE-KMS with CMK, SSE-C with customer key), (4) Versioning (enable to recover from ransomware/deletion), (5) Access logging (track who accessed what), (6) Cross-region replication (data sovereignty implications). AWS Block Public Access prevents common misconfiguration."
"(ISC)2 CCSP","CCSP","700","150","125","25","180","Cloud Data Security","What is 'data egress' and why is it a significant cloud security concern?","The transfer of data out of cloud environments which is a security concern because it represents the primary exfiltration pathway for attackers and the primary cost component in cloud billing models","The physical removal of storage media from cloud data centers by employees or contractors","The decommissioning of cloud resources and return of data to on-premises environments","The backup process of copying cloud data to on-premises storage for disaster recovery","A","Data egress: data leaving cloud environment. Security concerns: (1) Exfiltration pathway (attackers move data out via APIs, storage downloads, database dumps, S3 presigned URLs), (2) Shadow IT (employees exporting corporate data to personal cloud services), (3) Third-party API leakage (data sent to third-party analytics, logging, or integration services), (4) Backup exfiltration (attackers exfiltrate backup files which contain compressed versions of all data). Also financial: cloud providers charge for egress (incentivizes data staying in cloud). Controls: DLP, CASB, network egress monitoring, logging all data transfer operations."
